Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"1. 8+ years of IT experience and at least 2+ years of data science expereince
2. Should have experience in building Machine Learning/Deep Learning Models.
3. Should be Strong in python
4. Should have experience in using Pandas/Numpy/ScikitLearn, Tensorflow and keras
5. Should have experience in feature engineering, hyper parameter tuning, model evaluation etc..
6. Should have experience in building models that are explainable
7. Should have solid experience in using regressive/auto regressive models for forecasting time series data
8. Should have solid experience in build anomaly detection models on time series data using various ML/DL techniques
9. Strong experience in analyzing time series data and finding trends
10. Should have knowledge in AIOps and in building models to reduce noisy alerts, automated root cause detection, self healing etc..
11. Systematic problem-solving approach coupled with a strong sense of ownership and drive.
12. Should have passion for playing with data and finding insights in data

Nice to Have
1. Nice to have experience with Azure Data Lake (ADLS) and Azure Machine Learning.
2. Nice to have exposure in App Dynamics or Splunk tools
3. Nice to have working experience in Reporting tools (Power BI/Grafana)
4. Ability to work comfortably in an agile environment, alongside development partners to ensure that platforms are designed for the utmost resilience, accuracy, stability and efficiency

B.E / B. Tech / MCA / Masters in computer science or any other equivalent experience is preferred.",3.6,"PK
3.6",Hyderabad,"Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,₹10 to ₹50 billion (INR),-1
Data Scientist,-1,"Introduction
• The role will involve running workshops to define the problem statement, identifying the data that is required, cleaning up the data, running feature engineering techniques and building / testing ML/DL models. A combination of one of more of IBM AI technologies from the Watson portfolio, Open Source and 3rd Party technologies will be used to be deliver the required outcomes.

Your Role and Responsibilities
The responsibility of a Data Scientists will include working with Sales, Tech Sales & IBM Clients to define an approach to Machine/Deep Learning problems, building the models and delivering them.
Required Technical and Professional Expertise
Python - 3-5 Years
Machine learning Model (Regression, Classification, Unsupervised techniques, ensemble modeling) - 2-3 Years (Mtech) / 0-1 Years (PhD)
Deep Learning models (Image, NLP, Structured data) - 1-2 Years (Mtech) / 0-1 Years (PhD)
Tech Sales, Sellers, Architects
Cloud native technologies
Agile development
Preferred Technical and Professional Expertise
Specialisation in any of the following fields - NLP, NLU, NLG, Computer Vision, Facial Recognition - 0-2 Years
Good communication
Active listener
About Business Unit
IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The companys Global Markets organization is a strategic sales business unit that manages IBMs global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

Your Life @ IBM
What matters to you when youre looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBMs greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
For additional information about location requirements, please discuss with the recruiter following submission of your application.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",3.9,"IBM
3.9",Bengaluru,"Armonk, NY",10000+ employees,1911,Company - Public,IT Services,Information Technology,₹500+ billion (INR),"Amazon, Accenture, Microsoft"
Data Scientist,-1,"When everything's connected, how we connect is everything… and we'd like to connect with you too! We are looking for you to help us deliver exceptional customer experiences as a Data Scientist.
At TTEC Digital, we combine human insight and the speed of technology to transform our clients’ interactions with their customers. Advanced analytics of the customer experience and customer interactions is our expertise.
Check out our website below to learn more about what we do and how we help our clients.
What you’ll be doing
This person will be a part of our Global Data Science Center focused on helping our clients find and seize opportunities in their markets.

Support the development of consulting products such as proprietary customer experience scores and marketing optimization solutions
Maintain our stellar reputation with our clients and drive >80 client NPS
Leverage a mixture of data science methods such as SVM, neural nets, decision trees, and regression models to deliver proprietary uplift model solutions
Support the introduction and advancement of decision science throughout our contact center engagement
Recommend and introduce new methods where relevant
Resource Planning
Recommend required resources to managers
Align required resources to client schedules
Mentor data engineers and architects on requirements
Develop requirements and technical specifications documents for use by engineers

Delivery
Recommend project timelines to managers
Drive on-time delivery and identify and escalate risks to managers
Support attainment of annual goals for client satisfaction
Deliver your own solutions while collaborating on other projects

What you’ll bring to the role
Masters in Statistics, Economics, IE/OR, Computer Science, Applied Mathematics or related field is required; PhD is a plus
1-5 years' experience delivering advanced analytics solutions since graduate program
Ability to translate client requests into approach statements and project plans
Ability to work in a highly collaborative, team-oriented environment
Ability to identify effective, relevant statistical and/or mathematical methods to solve complex business problems
Expert at data wrangling both structured and unstructured data
Experience delivering solutions using regression modeling or machine learning techniques; experience with both is desired
Expert in developing and implementing predictive analytics solutions in one or more of the following languages: R or Python experience with SAS is desired
Experience delivering solutions using large datasets (multi-Gb or larger)
Experience in MS Office suite of products, especially Excel and Powerpoint
Ability to work within any modern big data environment (AWS, MS Azure, SAP Hana, etc.) is desired
Experience with text analytic or speech analytic is desired.
Experience with one or more modern social listening tools (Crimson Hexagon, TheySay, etc.) is desired
What skills you’ll need:
Excellent analytic and data-driven thinking skills
Strong communication skills and an ability to work successfully in a distributed workforce
Creative problem solving and an understanding of analytics workflows
Strong background in consulting a plus

About TTEC
We help global brands provide a great experience to their customers, build customer loyalty, and grow their business. We were founded on one guiding principle: customer experiences that are simple, inspired, and more human deliver lasting value for everyone. Your role brings that principle to life.",3.4,"TTEC
3.4",Hyderabad,"Englewood, CO",10000+ employees,1982,Company - Public,Staffing & Outsourcing,Business Services,₹100 to ₹500 billion (INR),"Teleperformance, TaskUs, Convergys"
Data Scientist,-1,"Job Description – Data Scientist

Location: Chennai or Bengaluru, India


Buckman is a privately held, global specialty chemical company with headquarters in Memphis, TN, USA, committed to safeguarding the environment, maintaining safety in the workplace, and promoting sustainable development. Buckman works proactively and collaboratively with its worldwide customers in pulp and paper, leather, and water treatment to deliver exceptional service and innovative specialty chemical solutions to help boost productivity, reduce risk, improve product quality, and provide a measurable return on investment. Buckman is in the middle of a digital transformation of its businesses and focused on building the capabilities and tools in support of this.

Job Description


Buckman is seeking an experienced Data Scientist to lead the development of a Data Science program. You will work closely with Buckman stakeholders to derive deep industry knowledge across paper, water, leather, and performance chemical industries. You will help develop a data strategy for the company including collection of the right data, creation of the data science project portfolio, partnering with external providers, and augmenting capabilities with additional internal hires. A large part of the job is communicating and developing relationship with key stakeholders and subject matter experts to tee up proofs of concept projects to demonstrate how data science can be used to solve old problems in unique and novel ways. You will not have a large internal team to rely on, at least initially, so individual expertise, breadth of data science knowledge, and ability to partner with external companies will be essential for success. In addition to the pure data science problems, you will be working closely with a multi-disciplinary team consisting of sensor scientists, software engineers, network engineers, mechanical/electrical engineers, and chemical engineers in the development, and deployment of IoT solutions. If you like working for an entrepreneurial company with a Sustainability mission and digital ambitions at the core of its strategy, Buckman is the place for you.

Basic Qualifications
Bachelor’s degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
5+ years of relevant working experience in an analytical role involving data extraction, analysis, and visualization and expertise in the following areas:
Expertise in one or more programming languages R, Python, MATLAB, JMP, Minitab, Java, C++, Scala
Key libraries such as Sklearn, XgBoost, GLMNet, Dplyr, ggplot, Rshiny
Experience and knowledge of data mining algorithms including supervised and unsupervised machine learning techniques areas such as Gradient Boosting, Decision Trees, Multivariate Regressions, Logistic regressions, Neural Network, Random Forest, Support Vector Machine, Naive Bayes, Time Series, Optimization
Microsoft IoT/data science toolkit: Azure Machine Learning, Datalake, Datalake analytics, Workbench, IoT Hub, Stream Analytics, CosmosDB, Time Series Insights, PowerBI
Data querying languages (e.g. SQL, Hadoop/Hive) and Preferred Qualifications
A demonstrated record of success with a verifiable portfolio of problems tackled
Preferred qualifications
Master’s or PhD degree in a quantitative field such as Data Science, Statistics, Applied Mathematics, Physics, Engineering, or Computer Science
Experience in the specialty chemicals sector or similar industry
Background in engineering, especially Chemical Engineering
Experience starting up a data science program
Experience working with global stakeholders
Experience working in a start-up environment, preferably in an IoT company
Knowledge in quantitative modeling tools and statistical analysis
Personality Traits
A strong business focus, ownership and inner self-drive to data science solutions to real-world customers with tangible impact.
Ability to collaborate effectively with multi-disciplinary and passionate team members.
Ability to communicate with a diverse set of stakeholders
Strong planning and organization skills, with the ability to manage multiple complex projects
A life-long learner who constantly updates skills",3.5,"Buckman
3.5",Chennai,"Memphis, TN",1001 to 5000 employees,1945,Company - Private,Chemical Manufacturing,Manufacturing,₹50 to ₹100 billion (INR),-1
Valuation Risk Analyst - data scientist,-1,"About Swiss Re

Swiss Re is one of the world’s leading providers of reinsurance, insurance and other forms of insurance-based risk transfer, working to make the world more resilient. We anticipate and manage a wide variety of risks, from natural catastrophes and climate change to cybercrime.

At Swiss Re we combine experience with creative thinking and cutting-edge expertise to create new opportunities and solutions for our clients. This is possible thanks to the collaboration of our 15,000 employees across the world.

We offer a flexible working environment where curious and adaptable people thrive. Are you interested in joining us?



About the team:

Financial Risk Management (FRM) oversees all financial market and credit risks that arise throughout Swiss Re Group, from its core reinsurance businesses and the related investment and asset-liability matching activities. Within FRM, the Valuation Risk Management (VRM) is a global team responsible for identifying, monitoring, and reporting the risks to the valuations in the firm's asset portfolio. One of the team's main responsibilities is to perform the independent price verification (IPV) process to ensure that valuations reflected in financial statements are in line with accounting requirements and industry best practice.

Valuations assigned to financial instruments play a key role in understanding our portfolio and enabling appropriate decisions to be made. Valuations feed into our accounts, are at the core of P/L, determine the calibration of models, and form a key part of risk assessment. Inaccurate valuations distort the decision making process, and so it is clear that controls ensuring appropriate valuations are an essential part of the firm's operations. To ensure the firm is utilizing appropriate valuations, Swiss Re has developed an IPV process that formally assesses the quality of our valuations and acts to correct any issues.

Role and responsibilities:

This is a newly created role to help the Valuation Risk Management team in preparing the senior management reports and presentations, key risk indicator (KRI) Dashboards and working on other data driven analytical projects.

Innovation will be a key feature of this role. A curious mindset in finding and testing new technics in detecting patterns in data is required. Ability to come up with solutions to loosely defined business problems

Prepare stakeholder reports to simply and effectively communicate IPV results and valuation risk observations. Assist and oversee monthly control and reconciliation processes.

Requirements:

Bachelors in a quantitative discipline, e.g. Applied Mathematics, Engineering, Physics, Computer Science or similar. Those with data science certifications or Masters degree would be preferred,

1-3 years experience in producing detailed analysis reports on demand basis with tight deadlines and clearly communicating the result to senior management.

Candidates with exposure to data visualization techniques in analyzing the large data sets to come up with the signals/trends helpful in better understanding the market direction/deviations

Good understanding & hands-on experience with machine learning and statistics. Strong experience in advanced analytics platforms such as Python & R, Power BI/other analytical tools. Good command of MS Excel including Pivot tables and VBA is must.

Basic understanding of the independent price verification (IPV) process to understand how to value financial instruments and determine whether assets are valued correctly or need to be corrected are preferred but not mandatory.

Ability to work in cross-cultural environment and Ready to work with ambiguity

Excellent oral and written communication skills

Self-starter and able to work independently
Swiss Re",3.8,"Swiss Re
3.8",Bengaluru,"Zurich, Switzerland",10000+ employees,1863,Company - Public,Insurance Agencies & Brokerages,Insurance,₹500+ billion (INR),"Munich Re, Hannover RE, SCOR"
Data Scientist Sales & Channel,-1,"HP is the worlds leading personal systems and printing company, we create technology that makes life better for everyone, everywhere. Our innovation springs from a team of individuals, each collaborating and contributing their own perspectives, knowledge, and experience to advance the way the world works and lives.
We are looking for visionaries, like you, who are ready to make a purposeful impact on the way the world works.
At HP, the future is yours to create!
If you are our Data Scientist in India, you will get an opportunity to work on below.

o Mines data using modern tools and programming languages.
o Defines and implements models to uncover patterns and predictions creating business value and innovation.
o Works with the business to understand the business domain perspective.
o Effectively tells stories with the data using visualization tools/methods to demonstrate insight impact and business value.
o Assures accuracy, integrity, and compliance of cleansed data.
o Maintains proficiency within the data science domain by keeping up with technology and trend shifts.
o Leads a project team of data science professionals
o Collaborates and communicates with project team regarding project progress and issue resolution.
o Represents the data science team for all phases of larger and more-complex development projects.
o Provides guidance, training and mentoring to less experienced staff members.

Are you a high-performer? We are looking for an individual with:

o Using statistics, mathematics, algorithms and programming languages.
o Understanding of how to manage disparate unstructured and structured data in a distributed environment.
o Fluent in structured and unstructured data and modern data transformation methodologies.
o Ability to create models to pull valuable insights from data.
o Create stories and visualizations to describe and communicate data insights.
o Ability to use creativity to spot trends and tease out patterns in large datasets.

#LIPOST",4.1,"HP Inc.
4.1",Bengaluru,"Palo Alto, CA",10000+ employees,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,-1,"Bottomline is at the forefront of digital transformation. We are a growing global market leader uniquely equipped to address the changing needs of how businesses pay and get paid. Our culture of Working with and for each other enables us to delight our customers. We empower our teams to think like owners driving customer delight, helping them grow their business and win in their markets.

We are looking for Data Scientist to innovate, win, and grow with us in Bangalore, India.

As a member of Central Data & Analytics Team, you will be developing software to be used for a range of machine learning and data mining techniques, including predictive modeling, anomaly detection, customer profiling and segmentation, recommendations, text analytics, and big data analytics in solving our business problems. You will take an idea from conception and experimentation to design and implementation to deployment and production. In this role, you will interact with a team of experts in Machine Learning and Data Mining.

How you'll contribute:
Exposure to the sate-of-the-art of data analytics products and solutions.
Ability to prototype statistical analysis algorithms
Experience in coding structures for storing and processing complex, high volume, and multi-dimensional data
Experience in optimizing space/time tradeoffs for computationally expensive processes
Exposure to different Machine Learning techniques
Familiar with Agile software development process.
What will make you successful:
At least 2 years' professional experience in with major programming languages such as Java, Python, Scala
A completed graduate degree in Computer Science, Engineering or any other heavily numerate subject
Understanding of the full software development lifecycle (conduct data analysis and build large-scale machine-learning models/pipelines)
Experience in Big Data technologies (Hadoop, Spark), large relational and NoSQL databases
Experience in data pre-processing, Machine Learning, and data visualization
Experience in quantitative analysis and translation of findings into actionable insights
Outstanding communication and presentational skills
You'll love Botttomline because in everything we do we seek to delight our customers and we are passionate about building a company of which we can all be proud, and this starts with building amazing teams filled with team members that challenge you every day.

Start your #LifeAtBT

Public cloud AWS, ML, DL, NPL, Python, Java, Scala, Hadoop, Spark, Docker, Kubernetes, Agile, Scrum",3.7,"Bottomline Technologies
3.7",Bengaluru,"Portsmouth, NH",1001 to 5000 employees,1989,Company - Public,Computer Hardware & Software,Information Technology,₹10 to ₹50 billion (INR),-1
Data Scientist / Sr. Data Scientist,-1,"Did you know: Piramal Glass is a trailblazer in the use of digital technology in glassmaking and has recently been recognised as India 100 Best Companies to work for by #GreatPlaceToWork.

Click below to read more about our digital accomplishments:
https://www.piramalglass.com/digital/

https://news.microsoft.com/en-in/features/piramal-glass-real-time-manufacturing-insights-azure-iot/

https://www.expresscomputer.in/news/piramal-glass-implements-indias-first-iot-implementation-in-the-glass-manufacturing-industry/33693/

Purpose of the Job

As a Data Scientist you will work in collaboration with our business and engineering people, on creating value from data. Often the work requires solving complex problems by turning vast amounts of data into business insights through advanced analytics, modeling and machine learning. You have a strong foundation in analytics, mathematical modeling, computer science, and math - coupled with a strong business sense. You proactively fetch information from various sources and analyze it for better understanding about how the business performs. Furthermore, you model and build AI tools that automate certain processes within the company. The solutions produced will be implemented to impact business results.

The Data Scientist believes in a non-hierarchical culture of collaboration, transparency, safety, and trust. Working with a focus on value creation, growth and serving customers with full ownership and accountability. Delivering exceptional customer and business results

Responsibilities

Develop an understanding of business obstacles, create solutions based on advanced analytics and draw implications for model development
Combine, explore and draw insights from data. Often large and complex data assets from different parts of the business.
Design and build explorative, predictive- or prescriptive models, utilizing optimization, simulation and machine learning techniques
Prototype and pilot new solutions and be a part of the aim of ‘productifying’ those valuable solutions that can have impact at a global scale
Guides and coaches other chapter colleagues to help solve data/technical problems at an operational level, and in methodologies to help improve development processes
Identifies and interprets trends and patterns in complex data sets to enable the business to take data-driven decisions

Qualifications

Industry

Any (prefer – Manufacturing, Logistics); willingness to learn manufacturing systems (OT systems and data stores)

Work experience

~2+ years of industry exposure in Data Science and Analytics projects, preferably in Manufacturing / Supply chain management

Skills and competencies required

Extract and present valuable information from data
Understand business requirements and generate insights
Build mathematical models, validate and work with them
Explain complex topics tailored to the audience
Validate and follow up on results
Work with large and complex data sets
Establish priorities with clear goals and responsibilities to achieve a high level of performance.
Work in an agile and iterative manner on solving problems
Evaluate different options proactively and ability to solve problems in an innovative way. Develop new solutions or combine existing methods to create new approaches
Good understanding of Digital & analytics
Strong communication skills, orally and in writing

Education
Bachelors or masters in Computer Science or Engineering / Mechanical Engineering / Chemical Engineering / Process Engineering

Functional knowledge required
Microsoft Azure
Analytics and statistics
Mathematical modeling
Python
Spark
SQL
Machine Learning
Deep learning
Optimization
Notebooks

Primary Location: India-Gujarat-Vadodara
Work Locations: Baroda Piramal Glass India, 3rd Floor,The Baroda Central Co-Operative Bank, Station Road,Sayajigunj Vadodara 390005
Job: Digital
Organization: Piramal Glass Limited
Day Job
Job Posting: 08-Jul-2020, 5:39:01 AM",3.6,"Piramal Glass Limited
3.6",Vadodara,"Mumbai, India",1001 to 5000 employees,-1,Contract,Advertising & Marketing,Business Services,₹500+ billion (INR),-1
Data Scientist,-1,"What it’s like to work with the world’s fastest-growing Healthcare Technology Company


At Innovaccer, we go beyond the normal. We believe in doing things differently. So don’t expect - old-school cubicles, slow pace, and anything remotely dull.

What you can expect is plenty of support and guidance from your colleagues, freedom to take risks, and opportunities to learn from each other.

The healthcare industry is witnessing a transformational shift and we are committed to helping healthcare work as one. Taking on new challenges head-on and building something that can create a huge impact is a part of our culture.

We love organized chaos. So, if you are looking for a typical 9 to 5 job where you are told what to do, this may not be for you. When you work with Innovaccer, you are your own boss.

Your Role


Marketing Operations is a critically important department, enabling the leadership to grow and run the business more effectively. A Marketing Operations associate would be an individual with a strong interest in learning how a business is run, how the growth is tracked. Therefore, has the required technical know-how to build intelligent processes, create a live dashboard, and develop algorithms to assist decision making. You will be working closely with the Director Marketing and Operations Team. This role requires a highly resourceful individual with emotional intelligence, analytical skills, strong ML Knowledge, and expertise in coding.

A Day in the Life
Working closely with the leadership to devise data-driven strategies and improve process efficiency.
Leading an analytic solution module, or working as part of a larger team in data science projects.
Driving data-derived insights across a wide range of divisions by developing advanced statistical models, machine learning algorithms, and computational algorithms based on business initiatives.
Creating and Integrating Databases and from multiple sources and helping Analytics and Operation vertical with decision making and predictive abilities.
Directing the gathering of data, assessing data validity, and synthesizing data into large analytics datasets to support project goals.
Liaise with department heads and their reportees to discuss the progress on their goals, highlight the deviations, prepare solutions, and monitor progress on next steps
Understanding business objectives and developing models that help to achieve them, along with metrics to track their progress. Automation Engineering
Integrate multiple data sources and databases into one system using Python
Develop live dashboards using SQL and NoSQL databases like MySQL, MongoDB, Elastic search
Develop algorithms to boost Marketing and Sales Activities
Help in general automation and integration of different tools.
Skills Required
Self-starter, curious, accountable, enjoys a healthy level of autonomy, strong work ethic, able
to succeed in a fast-paced, high-intensity startup environment
Highly-developed communication skills (written/verbal) and interpersonal savvy
Strong knowledge of Data Structures and Algorithms.
Proven experience of writing modular and reusable code using JavaScript/Python frameworks
Proven experience with Git
Proficiency with Python and basic libraries for machine learning such as scikit-learn and
pandas
Experience with BI Tools is a plus
What You Need
B.Tech in quantitative discipline
0-12 months of experience in a software engineering/Data Science profile
What We Offer
Industry-focused Certifications: We want you to be a subject matter expert in what you do. So, whether it’s our product or our domain, you will dive straight in and be certified by the best in the world.
Quarterly Rewards and Recognition Programs: We foster learning and encourage people to take moonshots. When you achieve your goals, we recognize and reward your hard work.
Health Benefits: We cover health insurance for you and your loved ones.
Sabbatical Policy: We encourage people to take time off and rejuvenate, upskill and pursue their interests so that they can generate new ideas for innovating at Innovaccer.
Pet-friendly office and open floor plan. No mundane cubicles.


Apply Here


Job Title

Data Scientist


Department

Marketing & Partnerships


Employment Type

Full-Time


Location

Noida",3.8,"InnovAccer
3.8",Noida,"San Francisco, CA",501 to 1000 employees,2014,Company - Private,Healthcare Services & Hospitals,Healthcare,₹1 to ₹5 billion (INR),Health Catalyst
Assistant Manager - Data Scientist,-1,"With a startup spirit and 90,000 curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently, and are bold enough to reinvent it. Come, transform with us.
Are you the one we are looking for?
We are inviting applications for the role of Assistant Manager, Data Science
We're looking for a Data Scientist who would be responsible for building various offerings as requested by the clients on a regular basis. The individual must be an active contributor to the overall objective of the project.
Responsibilities
In this role, you will be responsible for all the following activities;
Execute results by Business Intelligence and Analysis, Designing, Testing, Migration, Production Support, and Implement automation.
Experience in Core statistical modeling, matching algorithms, with specific exposure to MIXED model techniques and forecasting methodologies. Knowledge of Machine Learning techniques, including decision tree learning, clustering, artificial neural networks, etc., and their pros and cons
Coordinate with various technical/functional teams to implement models and monitor results
Develop processes, techniques, and tools to analyze and supervise model performance while ensuring data accuracy
Use predictive models to improve customer experience, ad targeting, revenue generation, and more
Manage day-to-day delivery independently and in collaboration with clients on a variety of projects by acquiring project specifications, required clarifications, and eventually presenting results/findings to the clients.
Experience using and developing data architectures
Proficiency in Big data handling tools such as Python/R programming knowledge
Interpret written business requirements and technical specification documents.
Qualifications we seek in you
Minimum qualifications
Master’s / Graduation in Business Analytics
Preferred qualifications
Good Interpersonal Skills.
Must possess problem solving skills and be proactive in researching solutions.
Advanced Excel skills (i.e. complex formulas)
Good analytical and problem-solving skills
Experience in using charting/reporting and the visual display of data on advanced visualization tools like Tableau/Power BI / Qlik.
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to creating a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.",3.6,"Genpact
3.6",Bengaluru,"New York, NY",10000+ employees,1997,Company - Public,IT Services,Information Technology,₹100 to ₹500 billion (INR),"Accenture, IBM, Capgemini"
Senior Data Scientist,-1,"Who we are:

automotiveMastermind (aM) provides U.S. automotive dealers with behavior prediction analytics software and marketing solutions to improve the efficiency of the vehicle sales process. The companys cloud-based technology helps dealers more precisely predict automobile-buying behavior and automates the creation of microtargeted customer communications, leading to increased sales and customer retention. aM was acquired by IHS Markit in 2017.

IHS Markit serves more than 50,000 key customers in more than 140 countries, including 80 percent of the Fortune Global 500. They help decision makers apply higher-level thinking to daily tasks and strategic issues across a host of industries and disciplines including energy, finance, automotive, engineering, technology, maritime and trade, aerospace and defense, chemical, and economics and country risk.

What you will do:
Work closely with product owners, designers, data engineers, marketing teams and others across the company to solve challenging business problems with technical expertise, curiosity and creativity
Establish necessary business and domain knowledge to correctly interpret data and results
Weave together disparate data sets and extract actionable insights to guide decisions and improve business outcomes
Bring analytical rigor and statistical methods to the challenges of measuring data quality, product performance, anticipating and interpreting the behavior of end-users
Communicate data-driven insights and recommendations to non-technical stakeholders
Own and lead projects, design and implement experiments, write production-quality code
Automate workflows and apply scientific methods to solve business and engineering problems
Who you are:
You enjoy learning new techniques and sharing your knowledge with others
You are able to work independently but have great collaboration skills
You possess a Master of Science or PhD in a quantitative discipline (e.g., statistics, operations research, computer science, mathematics, physics, electrical engineering, industrial engineering)
You claim 5+ years of related work experience in data analysis and machine learning (such as logistic regression, random forest, gradient boosting, clustering) on large datasets
You are able to demonstrate experience with the following:
Designing and implementing machine learning pipelines in production environments
Designing and implementing production-quality processes
Python and/or R, SQL, and Apache Airflow
Presenting results, insights and recommendations to executives and non-technical audiences
Other desirable experience:
Developed and implemented experimentation pipeline
Developed and implemented recommendation engine in production
Worked with micro-service architecture
Expected Hours of Work:
This is a full-time position. Generally, work is performed Monday through Friday, though holidays and weekends may be required.

We believe in equal employment opportunities:
The company provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, national origin, age, disability or genetics. In addition to federal law requirements, the company complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training. The company expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of the companys employees to perform their job duties may result in disciplinary actions up to and including discharge.

-----------------------------------------------
IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.

We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.

IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.

For information please click on the following links:

IHS Markit Business Code of Conduct
Right to Work
EEO is the Law
EEO is the Law Supplement
Pay Transparency Statement

-----------------------------------------------

Current Colleagues

If you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.",3.5,"IHS Markit
3.5",Gurgaon,"London, United Kingdom",10000+ employees,2016,Company - Public,Consulting,Business Services,₹100 to ₹500 billion (INR),"Thomson Reuters, International Data Group"
